60275	yongs su smin par bya ba (mdzad pa)	8.0	odd4;mixed9
60232	yongs su [sbyangs pa	8.0	odd4;mixed11
60231	(yongs su sbyang zhing) bsgrub pa	8.0	odd4;mixed12
60202	(yongs su) gnas pa	8.0	odd4;mixed9
60185	yongs su dri ba (dris pa)	8.0	odd4;mixed8
60109	(yongs su) rgyu ba yin	8.0	odd4;mixed9
60071	yongs su bskos pa (bgos pa)	8.0	odd4;mixed8
60066	(yongs su) skyo ba med pa	8.0	odd4;mixed9
60017	yog pa (mun pas) khebs pa	8.0	odd4;mixed8
59686	~~'i rnam par g-yeng ba	8.0	odd4;mixed10
59642	yid rnam par dag pa (dang ba)	8.0	odd4;mixed8
59578	yid kyi(s) nyes pa(r) spyod pa gsum	8.0	odd4;mixed11
59538	yi ge('i) ('bru)	8.0	odd4;mixed12
59431	yan lag (gi) dam pa (mgo)	8.0	odd4;mixed9
59320	yang dag par rab tu dga' bar (tshim par) byed pa	8.0	odd4;mixed10
59318	yang dag par (yongs su) ston pa yin	8.0	odd4;mixed9
59306	yang dag par 'dzin (gzung ba)	8.0	odd4;mixed9
59284	(yang dag par) byung	8.0	odd4;mixed9
59265	(yang dag par) 'dod chags dang bral bar mi 'gyur	8.0	odd4;mixed9
59180	yang dag (b)sgrub (pa)	8.0	odd4;mixed12
59100	'od srung(s) rdzogs byed (can)	8.0	odd4;mixed13
58812	bzung ba dang [bsam	8.0	odd4;mixed11
58742	mthu yod pa 'am nus pa 'am dpyad (spyad) bzod pa (~~)	8.0	odd4;mixed11
58639	gzugs med pa'i (gnas kyi) gnas ngan len rig pa	8.0	odd4;mixed9
58638	gzugs med pa('i don so so yang dag par rig par byed pa)	8.0	odd4;mixed8
58589	gzugs kyi (gnas kyi) gnas ngan len rig pa	8.0	odd4;mixed9
57947	gzhog 'phyas (byed pa)	8.0	odd4;mixed8
57751	gzhan gyi(s) dring (la) mi 'jog pa	8.0	odd4;mixed10
57712	gzhan (gyi 'jig rten)	8.0	odd4;mixed9
57697	[gzhag	8.0	odd4;mixed12
57677	glang po che'i gnya' ~~(gzhon pa)	8.0	odd4;mixed11
57530	zhib mor rtogs pa'i (zhib mo brtags pa'i)	8.0	odd4;mixed10
57506	zhing ['jal	8.0	odd4;mixed10
57501	zhing [bgod pa	8.0	odd4;mixed8
57490	zhing gi skabs su (ni) mu thug dris (bris)	8.0	odd4;mixed10
57351	zhabs kyi long bu (long mo'i tshigs) mi mngon pa	8.0	odd4;mixed12
57210	rdzi ma nang du 'dzug pa ('jug pa)	8.0	odd4;mixed8
