# Chandra Das headword -> pdf page (das_1902_bookmarked.pdf)
# SOURCE: Christian Steinert's ChandraDas_Scan index —
# permission granted by email 2026-08-13 ('feel free to
# use the Chandra Das headword index for your own needs')
# with his caveat: interpolated positions, terms may sit a
# page away. '?' rows are his own uncertainty marks,
# preserved as certain=0. printed->pdf offset +40
# (312-sample majority vote vs our section map).
# wylie	pdf_page	certain
thar pa'i blo gros	613	0
thar po	613	0
thar dpag	613	0
thar ba	613	0
thar rtse	613	0
thar lam	613	0
thar legs pa	613	0
thar sa	613	0
thar song	613	0
thal	614	1
thal ka rdo rje	614	0
thal kar	614	0
thal 'gyur	614	0
thal lcag	614	0
thal ches par 'gyur	614	0
thal thal	614	0
thal thung	614	0
thal dres	614	0
thal brdab pa	614	0
thal phyogs	614	0
thal ba	614	0
thal ba'i snying po	614	0
thal bar 'gyur	614	0
thal byi	614	0
thal byung 'gro ba	614	0
thal ma	614	0
thal mo	615	1
thal tshang	615	0
thal tshwa	615	0
thal yas	615	0
thal la tshal	615	0
thal le	615	0
thi	615	0
thi gu	615	0
thi ba	615	0
thig	615	0
thig skud	615	0
thig mkhan	615	0
thig nag	615	0
thig pa	615	0
thig 'bum	615	0
thig ma	615	0
thig tsam	615	0
thig tshad	615	0
thig le	616	1
thig le mchog ma	616	0
thig le'i lus	616	0
thig shing	616	0
thigs pa	616	0
thing	616	0
thing gi	616	0
thing shing	616	0
thid yug	616	0
thib pa	616	0
thibs po	616	0
thibs mo	616	0
thim thim	617	1
thim pa	617	0
thil chung	617	0
thil ston	617	0
thu	617	0
thu pa	617	0
thu ba	617	0
thu bo	617	0
thu med al than rgyal po	617	0
thu mo	617	0
thu re	617	0
thu lu	617	0
thu lum	617	0
thug	617	0
thug sgra	617	0
thug rnga	617	0
thug chad	617	0
thug pa	617	0
thug pa med par 'gyur	617	0
thug yas	617	0
thugs	618	1
thugs dkar ba	618	0
thugs bskyed	618	0
thugs mkhyen	618	0
thugs 'khur che bzhes	618	0
thugs 'khrugs	618	0
thugs dgongs	618	0
thugs rgyal	618	0
thugs ngan	618	0
thugs ngal ba	618	0
thugs rje	619	1
thugs rje chen po	619	0
thugs rje byams ma	619	0
thugs rje 'dzin pa	619	0
thugs rje'i lha	619	0
thugs nyid	619	0
thugs gtong ba	619	0
thugs thub	619	0
thugs dam	619	0
thugs bde	619	0
thugs 'dun	619	0
thugs nang gshin pa	619	0
thugs spro ba	619	0
thugs mug	619	0
thugs brtse ba	619	0
thugs su 'gro ba	619	0
thugs sras	619	0
thung nga	620	1
thung ba	620	0
thud	620	0
thud thud	620	0
thud shor ba	620	0
thun	620	0
thun ngang ma mo	621	1
thun pa	621	0
thun ma	621	0
thun mong	621	0
thun mong ba	621	0
thun mong bud med	621	0
thun mong ma yin pa'i chos	621	0
thun mong sa	621	0
thun tshegs	621	0
thun mtshams rtogs	621	0
thun mtshams stobs	621	0
thun mtshon	621	0
thun bzhi pa	621	0
thun bzhi'i rnal 'byor	621	0
thun bzung ba	621	0
thun rva	621	0
thun rwa	621	0
thun gsum pa	621	0
thub	622	1
thub chod	622	0
thub chod can	622	0
thub bstan	622	0
thub pa	622	0
thub pa che	622	0
thub pa nyid	622	0
thub pa drug	622	0
thub pa rab mchog	622	0
thub pa sangs rgyas	622	0
thub pa'i gnas	622	0
thub pa'i bu	622	0
thub pa'i dbang po	622	0
thub dbang gsung skyes	622	0
thum	622	0
thum ti	622	0
thum pa	623	1
thum bu	623	0
thums	623	0
thur	623	0
thur mgo	623	0
thur po	623	0
thur bu	623	0
thur ma	623	0
thur zho	623	0
thur shing	623	0
thur sel	623	0
thur srang	623	0
thul	623	0
thul gyis	623	0
thul pa	623	0
thul ba	623	0
thul lu	623	0
thul le	623	0
thus pa	624	1
the	624	0
the khyim	624	0
the chung	624	0
the rtog	624	0
the pa	624	0
the ba	624	0
the bo	624	0
the mo	624	0
the tshom	624	0
the tshom med	624	0
the tshom za ba	624	0
the 'an	624	0
the rang	624	0
the rang mig gcig pa'i rgyal khams	624	0
the re	624	0
the rel	625	1
the le	625	0
the le le	625	0
the se	625	0
theg chen thugs rje sems dpa'	625	0
theg mchog gling	625	0
theg pa	626	1
theg pa gsum	626	0
theg pa'i stobs	626	0
theng kwan	626	0
theng po	627	1
thengs	627	0
then	627	0
then pa	627	0
then med	627	0
theb	627	0
theb mo	627	0
thebs	627	0
thebs pa	627	0
thebs rang	628	1
them deb	628	0
them pa	628	0
them bu	628	0
them rtsa	628	0
them tshangs	628	0
thems yig	628	0
the'u rang	628	0
ther	628	0
ther 'bum	628	0
ther ma	628	0
ther zug	628	0
thel ba	628	0
thel ma	628	0
thel tshe	628	0
thes pa	628	0
tho	628	0
tho 'khor	628	0
tho gar	629	1
tho co	629	0
tho tho	629	0
tho tho ri gnyan btsan	629	0
tho rdo	629	0
tho phyi	629	0
tho ba	629	0
tho btsams pa	629	0
tho 'tsham pa	629	0
tho yor	629	0
tho rangs	629	0
tho ri snyan shal	629	0
tho re ba	629	0
tho lum	630	1
tho le	630	0
tho log	630	0
tho sho legs	630	0
tho hun	630	0
thog	630	0
thog grangs pa	630	0
thog rgyag	630	0
thog lcags	630	0
thog thag	631	1
thog mtha' bar	631	0
thog ma	632	1
thog ma skyes	632	0
thog ma dang mtha' ma med pa'i stong pa nyid	632	0
thog ma'i mgon po	632	0
thog ma'i byed pa	632	0
thog ma'i lo ma	632	0
thog mar	632	0
thog tsha dpa' bo	632	0
thog tshad	632	0
thog ri 'joms	632	0
thogs	632	0
thogs pa	632	0
thogs pa med	632	0
thong	632	0
thong ka	633	1
thong khor	633	0
thong pa	633	0
thong spu	633	0
thong gshol	633	0
thongs 'dzin	633	0
thod	633	0
thod rgal	633	0
thod thod	633	0
thod pa	633	0
thod mo khor	633	0
thod le kor	633	0
thod le dkar	633	0
thon	633	0
thon ka	634	1
thob	634	0
thob kha ma	634	0
thob ga	634	0
thob rgyal	634	0
thob rgyu	634	0
thob cha	634	0
thob chu	634	0
thob 'dod	634	0
thob pa	634	0
thob tshir	634	0
thob yig	634	0
thob lo	634	0
thob sha	634	0
thob srol	634	0
thom bu	635	1
thoms pa	635	0
tho'u kvan	635	0
tho'u kwan	635	0
thor	635	0
thor khod	635	0
thor to	635	0
thor pa	635	0
thor ba	635	0
thor bu	635	0
thor mo	635	0
thor gtsug	635	0
thor tshugs	635	0
thor re ba	635	0
thol ba	635	0
thos	636	1
thos grol	636	0
thos sgrogs	636	0
thos chung	636	0
thos rtul	636	0
thos ldan	636	0
thos ldan dbang	636	0
thos pa	636	0
thos pa dga'	636	0
thos pa legs	636	0
thos 'dzin	636	0
thos lo	636	0
mthang	636	0
mthangs	636	0
mtha'	636	0
mtha' klas	636	0
mtha' skor	636	0
mtha' khob	636	0
mtha' gebs pa	636	0
mtha' gru	636	0
mtha' grogs	636	0
mtha' ngos	636	0
mtha' can	636	0
mtha' gcig tu	637	1
mtha' gcod pa	637	0
mtha' lcags	637	0
mtha' chags	637	0
mtha' nyi	637	0
mtha' gnyis	637	0
mtha' dag	637	0
mtha' dag min	637	0
mtha' dam	637	0
mtha' brdul	637	0
mtha' ber	637	0
mtha' bral	637	0
mtha' 'byams	637	0
mtha' ma	638	1
mtha' mi	638	0
mtha' btsan pa	638	0
mtha' bzhi	638	0
mtha' bzhir rgyas pa	638	0
mtha' yas	638	0
mtha' yas ma	638	0
mtha' yas rtsa	638	0
mtha' ras	638	0
mtha' las 'das pa stong pa nyid	638	0
mtha' gsal	638	0
mtha' gseb	638	0
mthar	638	0
mthar skyel ba	638	0
mthar gyis	638	0
mthar gyis gnas pa'i snyoms par 'jug pa dgu	638	0
mthar thug pa	638	0
mthas klas	638	0
mthas gtugs pa	638	0
mthing	639	1
mthing skya	639	0
mthing zhun	639	0
mthing shing	639	0
mthi'u	639	0
mthil	639	0
mthu	640	1
mthu bsgyings	640	0
mthu ba	640	0
mthu mo che	640	0
mthu rtsal	640	0
mthu yod pa	640	0
mthug pa	640	0
mthung byed	640	0
mthud pa	640	0
mthud med	640	0
mthun can	640	0
mthun 'jug pa	640	0
mthun pa	640	0
mthun pa'i rkyen	640	0
mthun pa'i grogs	640	0
mthun pa'i dngos grub	640	0
mthun pa'i yul du gnas pa	640	0
mthun pa'i rlung	640	0
mthun par rtse ba	641	1
mthun phyogs	641	0
mthun sbyor	641	0
mthun mong pa	641	0
mthun rtsis	641	0
mthur	641	0
mthus	642	1
mthe chung	642	0
mthe bo	642	0
mthe bong	642	0
mtheb kyu	642	0
mthe'u	642	0
mtho	642	0
mtho gong	642	0
mtho rgyab pa	642	0
mtho ngag	642	0
mtho spyod	642	0
mtho ba	642	0
mtho bar brtsegs pa	642	0
mtho bar sems pa	642	0
mtho dman	642	0
mtho mtshams	642	0
mtho ris	643	1
mtho ris kyi mtsho	643	0
mtho ris kyi yon tan bdun	643	0
mtho ris klung	643	0
mtho ris dge ba	643	0
mtho ris thob	643	0
mtho ris rnams	643	0
mtho ris sman pa	643	0
mthong kha	643	0
mthong dug	643	0
mthong na dga'	643	0
mthong phul chung ba	643	0
mthong phyogs	643	0
mthong ba	643	0
mthong ba don ldan	643	0
mthong ba bla na med pa	643	0
mthong ba med pa	643	0
mthong ba'i chos	643	0
mthong bas spang bya	643	0
mthong byed	643	0
mthong tshor	643	0
mthong lam	643	0
mthong lugs	643	0
mthongs	644	1
mthongs pa	644	0
mthon ka	645	1
mthon te	645	0
mthon mthing	645	0
mthon po	645	0
mthon po'i lha	645	0
mthor 'thung	645	0
mthol ba	645	0
mthol tshangs	645	0
mthos	645	0
'thag	645	0
'thag pa	645	0
'thang gos	645	0
'thang po	645	0
'thang sprad pa	645	0
'thad	645	0
'thad pa	646	1
'thad legs	646	0
'than	646	0
'than po	646	0
'thab pa	646	0
'thab bral	646	0
'thab 'bu	646	0
'thab ya	646	0
'thab rags	646	0
'tham pa	646	0
'thams pa	646	0
'thal ba	646	0
'thas pa	646	0
'thig pa	646	0
'thing slad	647	1
'thibs pa	647	0
'thibs po	647	0
'thim pa	647	0
'thu ba	647	0
'thug pa	647	0
'thung ba	647	0
'thung byed	647	0
'thud pa	647	0
'thud ma	647	0
'thun pa	647	0
'thub pa	647	0
'thum pa	647	0
'thums	648	1
'thur	648	0
'thul ba	648	0
'thegs pa	648	0
'theng	648	0
'then pa	648	0
'theb	648	0
'thebs pa	648	0
'thems pa	648	0
'ther po	649	1
'tho	649	0
'thog pa	649	0
'thon pa	649	0
'thon mi 'bring po rgyal	649	0
'thob pa	649	0
'thom pa	649	0
'thom yor	649	0
'thor mtho	649	0
'thor 'thung	649	0
'thor ba	649	0
'thor byed	649	0
'thol	649	0
da	650	1
da ko sha	650	0
da kha	650	0
da khri btsan po	650	0
da sgos	650	0
da ci	650	0
da cha	650	0
da chu	650	0
da nyid	650	0
da trig	650	0
da lta	650	0
da lta ba	650	0
da ste	650	0
da dung	650	0
da drag	650	0
da dru 'joms	650	0
da gdod	650	0
da nang	650	0
da nu ka ri	650	0
da phrug	652	1
da ber	652	0
da byid	652	0
da tsug	652	0
da gzod	652	0
da 'u	652	0
da 'ur	651	1
da ra	651	0
da ra da	651	0
da rangs	651	0
da ran	651	0
da re	651	0
da lam	651	0
da lis	651	0
dag	651	0
dag kha	651	0
dag ga dog ge	651	0
dag gu	651	0
dag 'grel	651	0
dag ci	651	0
dag brjod	651	0
dag pa	651	0
dag pa nyid	651	0
dag pa rig pa	651	0
dag pa gsum	651	0
dag pa'i dkyil 'khor	651	0
dag pa'i khams	651	0
dag pa'i zhing	651	0
dag byed	653	1
dag sbyor	653	0
dag yig	653	0
dag ra	653	0
dag las g.yo	653	0
dag shing	653	0
dang	655	1
dang ga	655	0
dang du blang ba	655	0
dang po	656	1
dang po'i bdag	656	0
dang po'i rdul can	656	0
dang ba	656	0
dang tse	656	0
dang zas ma za	656	0
dang ra	656	0
dang la	656	0
dad gus ldan	656	0
dad dam 'pho med kyi 'dun pa	656	0
dad 'dun	656	0
dad pa	657	1
dad pa gsum	657	0
dad pa'i rjes su 'brang ba	657	0
dan gong	658	1
dan nyeg	658	0
dan ta	658	0
dan thu li ka	658	0
dan da	658	0
dan da li	658	0
dan 'dra	658	0
dan bag	658	0
dan rog	658	0
dva ba	658	0
dvags stod	658	0
dvags po	658	0
dvangs	658	0
dvangs ma	658	0
dam	658	0
dam kha	658	0
dam can rdo rje legs pa	658	0
dam bca'	658	0
dam bcas pa	658	0
dam chen chos rgyal	658	0
dam dum	659	1
dam pa	659	0
dam pa tog dkar	659	0
dam pa mi ldan	659	0
dam pa'i grib bsil dang ldan pa	659	0
dam pa'i chos	659	0
dam pa'i gzugs brnyan	659	0
dam po	659	0
dam phrug	659	0
dam 'byar	659	0
dam tshig	659	0
dam rdzas	659	0
dam srag rdzong	659	0
dam sri	659	0
da'u	659	0
dar	661	1
dar gyi 'bu	661	0
dar rgyas gling	661	0
dar sga	661	0
dar gcig	661	0
dar lcog	661	0
dar btags pa	661	0
dar dir	661	0
dar dhi	661	0
dar rdo	661	0
dar po	661	0
dar po che	661	0
dar dpyangs	661	0
dar ba	661	0
dar bab ma	661	0
dar babs	661	0
dar bu	661	0
dar bubs	661	0
dar ma	661	0
dar ma rin chen	661	0
dar ma'i stobs	661	0
dar ma'i lus	661	0
dar mo	661	0
dar dmang pa	661	0
dar sman	661	0
dar tsam	661	0
dar btsag	661	0
dar rtse mdo	661	0
dar tshil	661	0
dar ya kan	662	1
dar yab	662	0
dar la	662	0
dar sham	662	0
dar shing	662	0
dar sang	662	0
dar sar byed pa	662	0
dar han	662	0
dal	662	0
dal gyis 'bab pa	662	0
dal 'gro	662	0
dal 'gros	662	0
dal rgyu	662	0
dal cig	662	0
dal rten	662	0
dal thog 'jug pa	662	0
dal dag	662	0
dal du phangs pa	662	0
dal po	662	0
dal ba	663	1
dal ba'i lha ldan ma	663	0
dal bar dga' ba	663	0
dal bu	663	0
dal bon	663	0
dal 'bab rnam gzhi	663	0
dal 'byor	663	0
dal sbyin ma	663	0
dal ma	663	0
dal mo	664	1
dal btsong	664	0
dal 'dzin	664	0
dal yams	664	0
di	664	0
di ki	664	0
di mar	664	0
di ri ri	664	0
di hi	664	0
dig	664	0
dig snyan	664	0
dig pa	664	0
ding	664	0
ding khri	664	0
ding ding	664	0
ding phon	664	0
ding 'ur	664	0
ding ri	664	0
ding sang	664	0
ding gsal 'od dpag mu rum spang khyab lam	664	0
du	665	1
du ku la'i ras	665	0
du du	665	0
du ba	665	0
du ba mjug ring	665	0
du ba pa	665	0
du ba mi zad pa	665	0
du ba 'tshubs	665	0
du ba'i skye gnas	665	0
du ba'i tog	665	0
du ma	665	0
du zhag	665	0
du zhig	665	0
du ru	665	0
du ru ka	665	0
du har nag po	665	0
dug	666	1
dug gi me tog	666	0
dug gis byug pa can	666	0
dug sngags	666	0
dug can	666	0
dug bcom	666	0
dug chags	666	0
dug 'joms	666	0
dug 'joms ldan	667	1
dug gnyen	667	0
dug ti	667	0
dug pa	667	0
dug 'phrog	667	0
dug mo nyung	667	0
dug mo nyung gi 'bru	667	0
dug rtsa	667	0
dug rab 'joms	667	0
dug rva can	667	0
dug rwa can	667	0
dug lo	667	0
dug shog	667	0
dug sel	667	0
dugs	667	0
dugs pa	667	0
dung	667	0
dung dkar g.yas 'khyil	667	0
dung dkar rag gshog ma	667	0
dung skyong	667	0
dung mkhan	667	0
dung gi ldem shing dkar po	668	0
dung nge	668	0
dung can ma	668	0
dung mchog	668	0
dung dung	669	1
dung mdog can	669	0
dung rdo	669	0
dung pan	669	0
dung phyur	669	0
dung 'bras	669	0
dung mtsho dkar mo	669	0
dung g.yas 'khyil	669	0
dung g.yon 'khyil	669	0
dung lung	669	0
dung lo ljon pa'i mdo	669	0
dung sems	669	0
dungs pa	669	0
dud 'gro	669	0
dud pa	669	0
dud tshang	669	0
dun pa	669	0
dub pa	669	0
dum	670	1
dum pa	670	0
dum po	670	0
dum bu	670	0
dum bu gsum	670	0
dum brag	670	0
dum yang	670	0
dur khrod	670	0
dur khrod chen po brgyad	670	0
dur khrod pa	670	0
dur khrod ma	670	0
dur rgyas	670	0
dur sgam	670	0
dur rdo	670	0
dur spyang	670	0
dur ba	671	1
dur ba dkar po	671	0
dur bas 'chi	671	0
dur bon	671	0
dur bya	671	0
dur byid	671	0
dur byed	671	0
dur sbyang	671	0
dur tshun	671	0
dur mtshed	671	0
dur yu	671	0
dur len	671	0
dul	671	0
dul gnas	671	0
dul ba	671	0
dul ba pa	671	0
dul ba 'dzin	671	0
dul ma	671	0
dul mo	671	0
dus	672	1
dus kyi 'khor lo	672	0
dus kyi cha shas	672	0
dus kyi chos nyid	672	0
dus kyi rjes su 'gro ba	673	1
dus kyi rjes su 'brang ba'i tsan dan	673	0
dus kyi bdag po	673	0
dus kyi gnas	673	0
dus kyi bar	673	0
dus kyi byed po	673	0
dus kyi dbyid pa	673	0
dus kyi me tog	673	0
dus kyi brtsi tshul	673	0
dus kyi tshigs	673	0
dus skabs	673	0
dus skyes	673	0
dus 'khor	673	0
dus 'gyur	673	0
dus can	673	0
dus gcig skyes pa'i ma bu	673	0
dus chad pa med pa	673	0
dus chen dge ba 'bum 'gyur	673	0
dus mchod	674	1
dus btab pa	674	0
dus ston	674	0
dus mtha'i rlung	674	0
dus dang mi sbyor bar rnam par grol ba	674	0
dus dus su	674	0
dus 'das	674	0
dus ldan	674	0
dus ldan ma	674	0
dus rnam pa kun	674	0
dus babs	674	0
dus sbyor	674	0
dus ma yin par za ba	674	0
dus me	674	0
dus tshigs	674	0
dus tshod	674	0
dus tshod nyes pa	675	1
dus mtshan	675	0
dus mtshams	675	0
dus bzhi	675	0
dus bzhi'i phang lo	675	0
dus bzhi'i lha mo	675	0
dus zing	675	0
dus yol ba	675	0
dus ring po	675	0
dus rlabs	675	0
dus la dga' ba	675	0
dus log	675	0
dus shes pa	675	0
dus su skye ba	675	0
dus su thob pa	675	0
dus su 'os pa	675	0
dus su rung ba	675	0
dus gsum	675	0
de	676	1
de ka	676	0
de kha	676	0
de khul	676	0
de kho na	676	0
de ga	676	0
de ci'i phyir zhe na	676	0
de nyid	676	0
de snyed	676	0
de lta	676	0
de ltar	676	0
de thad	676	0
de dang	676	0
de dus	676	0
de de	677	1
de don	677	0
de 'dra	677	0
de ldan	677	0
de na	677	0
de nas 'di skad	677	0
de ni	677	0
de pa	677	0
de po	677	0
de pho	677	0
de 'phral	677	0
de 'phros	677	0
de ba	677	0
de bas	677	0
de bi ko Ta	677	0
de ma	677	0
de mo	677	0
de tsam	677	0
de tso	677	0
de mtshungs	677	0
de 'dzin	677	0
de bzhin nyid	677	0
de bzhin gshegs pa	677	0
de zug	677	0
de 'og	677	0
de yang	677	0
de yan	677	0
de rag	677	0
de rang	677	0
de ring	677	0
de ru	677	0
de las	677	0
de sho	677	0
de srid	677	0
deng	677	0
deng sang	677	0
dengs pa	678	1
ded 'dren	678	0
ded pa	678	0
ded dpon	678	0
deb	678	0
deb ther sngon po	678	0
deb pa	678	0
dem tsi	678	0
de'i chos can	678	0
de'i rjes su phyogs pa	678	0
de'i mod la	678	0
de'u	679	1
de'u ra	679	0
der	679	0
des	679	0
des pa	679	0
do	679	0
do ker	680	1
do gar kha	680	0
do gal	680	0
do chod	680	0
do dam	680	0
do po	680	0
do phrug	680	0
do ba rdzong	680	0
do ba'i tog ma	680	0
do bo	680	0
do mod	680	0
do zhag	680	0
do zla	680	0
do ra	680	0
do lo	680	0
do log	680	0
do shal	680	0
dog	681	1
dog pa	681	0
dog ma	681	0
dog le	681	0
dogs pa	681	0
dong	681	0
dong kha	681	0
dong ga	681	0
dong ste	681	0
dong pa	681	0
dong po	681	0
dong ba	681	0
dong mo	681	0
dong tse	682	1
dong ze	682	0
dod	682	0
dod pa	682	0
don	683	1
don kun	683	0
don gyi khog phub pa	683	0
don gyi spyi	683	0
don grub	683	0
don 'gal	683	0
don lnga	683	0
don can	683	0
don gcod	683	0
don nyams pa	683	0
don gnyis	684	1
don gnyer	684	0
don snying	684	0
don rtogs pa	684	0
don stong gi tshig	684	0
don stong pa	684	0
don mthun	684	0
don dag	684	0
don dam	684	0
don dam pa	684	0
don du	684	0
don 'dod pa	684	0
don ldan	684	0
don rnam pa gsum	684	0
don pa	684	0
don med	684	0
don med gtam	684	0
don med bzhin du	684	0
don rtsa	684	0
don zhags	684	0
don bzang ye shes snying po'i rgyud	684	0
don yod grub pa	684	0
dob dob	685	1
dom	685	0
dor	685	0
dor ba	685	0
dor byed ma	685	0
dor ma	686	1
dol	686	0
dol bon	686	0
dos	686	0
dos che	686	0
dos drag	686	0
dos drag pa	686	0
dos pa	686	0
dra	686	0
dra ci	686	0
dra phyed	686	0
dra ba	686	0
dra ba 'khrol ba	686	0
dra ba can	686	0
dra ba dra phyed	686	0
dra ba 'dzin	686	0
dra ma	687	1
dra ma sprul pa'i gling	687	0
dra mig	687	0
drag	687	0
drag gis	687	0
drag sngags 'dus pa rdo rje rtsa ba'i rgyud	687	0
drag can	687	0
drag char	687	0
drag tu	687	0
drag sdebs	687	0
drag nad	687	0
drag pa	687	0
drag pa'i chos pa	688	1
drag pa'i thod	688	0
drag po	688	0
drag po'i mig	688	0
drag po'i gtsug rgyan	688	0
drag po'i shugs 'gro	688	0
drag mo	688	0
drag rtsal can	688	0
drag tshang chong can	688	0
drag zhan	688	0
drag shul	688	0
drag gshed	688	0
drag gsum	688	0
drags	688	0
drang	689	1
drang don	689	0
drang por	689	0
drang ba	689	0
drang srong	689	0
drang srong bdun	689	0
drang srong lhung ba	689	0
drangs	690	1
dran mchog rje	690	0
dran nyams pa	690	0
dran tho	690	0
dran dri	690	0
dran pa	690	0
dran pa bcu	690	0
dran pa 'joms	690	0
dran pa nye bar bzhag pa bzhi	690	0
dran pa'i ka ba	690	0
dran pa'i khron pa	690	0
dran pa'i dbang po	690	0
dran pa'i gzugs	690	0
dran pa'i shing rta	690	0
dran po	690	0
dran ma	690	0
dran sha	691	1
dran sems	691	0
dral	691	0
dral po	691	0
dral ba	691	0
dral tse	691	0
dras	691	0
dri	691	0
dri skye ma	691	0
dri 'khor	691	0
dri mgyogs	691	0
dri ngad	691	0
dri nga'i 'dab chags	692	1
dri lnga	692	0
dri can lte ba	692	0
dri chab	692	0
dri chu	692	0
dri chu gsil ba	692	0
dri chen	692	0
dri mchog	692	0
dri mnyam pa	692	0
dri btul	692	0
dri dang 'phreng bas mchod pa	692	0
dri ldan	692	0
dri ldan ma	692	0
dri snom pa	692	0
dri phog	692	0
dri ba	694	1
dri bo	694	0
dri bral	694	0
dri blang ba	694	0
dri ma	694	0
dri ma drug	694	0
dri ma ldan ma	693	1
dri ma 'phyi ba'i ma ma	693	0
dri ma mi mnga'	693	0
dri ma med pa	693	0
dri ma med pa'i dris lan rin po che'i phreng ba	693	0
dri ma gsum	693	0
dri mas nogs pa	693	0
dri gtsang khang	693	0
dri brtsung	693	0
dri 'dzin skyes	693	0
dri zhib dkar	693	0
dri zhim pa	693	0
dri zhim byas	693	0
dri zhon	693	0
dri za	693	0
dri za'i grong khyer	693	0
dri za'i glu dbyangs	693	0
dri bzang skyes	693	0
dri bzang khang pa	693	0
dri bzang dbang po	693	0
dri la 'khor	693	0
dring	693	0
drin	693	0
drin che ba	693	0
drin gzo ba	693	0
drin lan	693	0
drin log pa	693	0
drib shil	693	0
drim	693	0
dri'i bcud	693	0
dri'i sras po	693	0
dri'u	693	0
dril	695	1
dril khang	695	0
dril ba	695	0
dril bu	695	0
dris pa	695	0
dris pa gtan la phab	695	0
dris pa'i tho	695	0
dris ma	695	0
dris lan	695	0
dru gu	695	0
dru bu	695	0
drug	695	0
drug mdo	695	0
drug sde	695	0
drung	695	0
drung grags pa	695	0
drung drag	695	0
drung na mo	695	0
drung nam mkha' bzang po	695	0
drung pa	696	1
drung po	696	0
drung 'tsho ba	696	0
drung yig pa	696	0
drungs	696	0
drungs pa	696	0
drud	696	0
drub pa	696	0
drum pa	696	0
drus ma	696	0
dre	696	0
dre bo	696	0
dreg pa	696	0
dregs	696	0
dregs byed	696	0
dred	697	1
dred po	697	0
dred mo	697	0
dre'u	697	0
dre'u rngog	697	0
drel	697	0
dres ma	697	0
dro	697	0
dro 'jam	697	0
dro dod	697	0
dro ba	697	0
dro ba rnon po	697	0
dro lug	697	0
drogs	698	1
drong	698	0
drong ma	698	0
drod	698	0
drod nyul	698	0
drod phebs dus	698	0
drod sman	698	0
drod 'ongs	698	0
drod rig pa	698	0
drod gsher	698	0
dron po	698	0
dron ma	698	0
drol	698	0
dros	698	0
dros pa	698	0
gdag	698	0
gdang	698	0
gdang ba	698	0
gdang yas	698	0
gdangs	699	1
gdangs pa	699	0
gdan	699	0
gdan pa	699	0
gdan rabs	699	0
gdan sa	699	0
gdab pa	699	0
gdab yas	699	0
gdam ka	699	0
gdam ngag	699	0
gdams pa	699	0
gda' gung	699	0
gda' ba	700	1
gdal ba	700	0
gdas pa	700	0
gding ba	700	0
gdu ba	700	0
gdu bu	700	0
gdug pa	700	0
gdugs	700	0
gdugs dkar	700	0
gdugs khebs	700	0
gdung	700	0
gdung skyob	700	0
gdung rten	700	0
gdung ldan	700	0
gdung ba	701	1
gdung byed	701	0
gdung byed ma	701	0
gdung ma	701	0
gdub pa	701	0
gdub bu	701	0
gdum po	701	0
gdul ba	701	0
gdeg	701	0
gdeng	702	1
gdeng ba	702	0
gdengs ka	702	0
gdengs can dbang	702	0
gdengs can lha mo	702	0
gdong	702	0
gdong lnga pa	702	0
gdong chung	702	0
gdong chen can	702	0
gdong drug	702	0
gdong yig	702	0
gdong ring	702	0
gdong la	702	0
gdong la ded pa	702	0
gdod	703	1
gdon	703	0
gdol pa	703	0
gdos	703	0
gdos pa	703	0
gdos pa 'dzin pa	703	0
gdos bu	703	0
gdos med	703	0
bdag	704	1
bdag rkyen	704	0
bdag skyes	704	0
bdag gi ba med pa	704	0
bdag gir byas pa	704	0
bdag rgyud	704	0
bdag chen rin po che	704	0
bdag nyid	704	0
bdag nyid sgrog	705	1
bdag nyid che	705	0
bdag nyid chen po	705	0
bdag po	705	0
bdag med	705	0
bdag mo chen mo	705	0
bdag 'dzin	705	0
bdag bzung	705	0
bdag las byung	705	0
bdag srung	705	0
bda' ba	705	0
bdar	705	0
bdar ba	706	1
bdas	706	0
bdug pa	706	0
bdug shing	706	0
bdung ba	706	0
bdud	706	0
bdud kyi bdag	707	1
bdud kyi sde	707	0
bdud kyi bu	707	0
bdud kyi bu mo	707	0
bdud rgyal	707	0
bdud sdig can	707	0
bdud nag 'bar ba	707	0
bdud rtsi	707	0
bdud rtsi skyes	707	0
bdud rtsi gangs sham	707	0
bdud rtsi char ldan	707	0
bdud rtsi snying po	707	0
bdud rtsi thab sbyor	707	0
bdud rtsi bum pa ma	707	0
bdud rtsi dmar po	707	0
bdud rtsi smug po	707	0
bdud rtsi 'dzag	707	0
bdud rtsi za	707	0
bdud rtsi'i 'od	707	0
bdud la skyengs pa ster mdzad ma	707	0
bdun	708	1
bdun ldan	708	0
bdun pa	708	0
bdun po	708	0
bdun phrag	708	0
bdun btsas	708	0
bde	708	0
bde skyid	709	1
bde 'gro	709	0
bde can	709	0
bde chen	709	0
bde mchog	709	0
bde 'jags	709	0
bde brjod	709	0
bde stong	709	0
bde thabs	709	0
bde 'thung	709	0
bde ldan	709	0
bde ldan dbang phyug	710	1
bde ldan 'bras 'byung	710	0
bde spyod	710	0
bde ba can	710	0
bde bar 'thab	710	0
bde bar 'byar pa	710	0
bde bar gshegs pa	710	0
bde bar gshegs pa'i dbang po	710	0
bde byed	710	0
bde byed tshogs	710	0
bde byed gzhi thogs	710	0
bde byed sras	710	0
bde blag	710	0
bde 'byung	710	0
bde 'byung dal ba'i tshogs	710	0
bde gzar	710	0
