# Chandra Das headword -> pdf page (das_1902_bookmarked.pdf)
# SOURCE: Christian Steinert's ChandraDas_Scan index —
# permission granted by email 2026-08-13 ('feel free to
# use the Chandra Das headword index for your own needs')
# with his caveat: interpolated positions, terms may sit a
# page away. '?' rows are his own uncertainty marks,
# preserved as certain=0. printed->pdf offset +40
# (312-sample majority vote vs our section map).
# wylie	pdf_page	certain
gnyis gnyis zung	532	0
gnyis 'thung	532	0
gnyis ldan	532	0
gnyis ldan dus	532	0
gnyis ldab	532	0
gnyis pa	532	0
gnyis po	532	0
gnyis med gsung pa	532	0
gnyis 'dzin	532	0
gnyis 'dzin lta ba	532	0
gnyis shad	532	0
gnyis su med pa	532	0
gnyis gsum zlos pa	532	0
gnyug ma	533	1
gnyung dkar	533	0
gnyul ba	533	0
gnye ba	533	0
gnye ma	533	0
gnyen	533	0
gnyen can	533	0
gnyen nye ba	533	0
gnyen nye 'brel	533	0
gnyen 'dab	533	0
gnyen 'dun	533	0
gnyen sde	533	0
gnyen pa	534	1
gnyen po	534	0
gnyen byed pa	534	0
gnyen 'brel ba	534	0
gnyen zla	534	0
gnyen yig	534	0
gnyen ring po	534	0
gnyen gshin	534	0
gnyen bshes	534	0
gnye'o	534	0
gnyer	534	0
gnyer ka	534	0
gnyer ka gtad pa	534	0
gnyer du gtad pa	534	0
gnyer pa	534	0
gnyer ba	535	1
gnyer ma	535	0
gnyer ma can	535	0
gnyer ma'i gdong	535	0
gnyer tshang	535	0
gnyel ba	535	0
gnyog pa	535	0
gnyod	535	0
gnyod ka	535	0
gnyos	535	0
mnyan	535	0
mnyan pa	535	0
mnyam	535	0
mnyam dkar	536	1
mnyam 'gyur bkal pa	536	0
mnyam 'jog	536	0
mnyam nyid	536	0
mnyam mnyam	536	0
mnyam du	536	0
mnyam ldan bskal pa	536	0
mnyam gnas	536	0
mnyam pa	536	0
mnyam pa brjod pa	536	0
mnyam pa med pa	536	0
mnyam par 'jog pa	536	0
mnyam par byed pa	536	0
mnyam par bzhag pa	536	0
mnyam bral	536	0
mnyam med	536	0
mnyam gzung	536	0
mnye ba	536	0
mnye 'bol	536	0
mnyed pa	536	0
mnyen lcug	536	0
mnyen mnyel ba	536	0
mnyen mnyes gshin pa	536	0
mnyen pa	536	0
mnyen par 'gyur ba	536	0
mnyen par byed pa	536	0
mnyel ba	536	0
mnyes	537	1
mnyes pa	537	0
mnyes par byed pa	537	0
mnyes byed	537	0
mnyes gshin	537	0
mnyo	537	0
rnya ba	537	0
rnya lo	537	0
rnyang rnying	537	0
rnyang ba	537	0
rnyan	537	0
rnyab rnyab pa	537	0
rnyabs pa	537	0
rnyas	537	0
rnyi	537	0
rnyi thag	537	0
rnying	537	0
rnying pa	537	0
rnying ba	537	0
rnying ma	537	0
rnying tshad	537	0
rnying hrul	537	0
rnyings pa	538	1
rnyid pa	538	0
rnyil	538	0
rnyil ba	538	0
rnyis pa	538	0
rnyed dka' ba	538	0
rnyed bkur	538	0
rnyed 'dod	538	0
rnyed pa	538	0
rnyog pa	538	0
rnyogs pa	538	0
rnyogs tshad	539	1
rnyong	539	0
rnyong ba	539	0
snya nang	539	0
snya lo	539	0
snyag pa	539	0
snyags	539	0
snyad	539	0
snyad pa	539	0
snyad med snyad dkris	539	0
snyan	539	0
snyan gyi gong rgyan	539	0
snyan grags	539	0
snyan sgrogs ma	539	0
snyan ngag	539	0
snyan ngag mkhan	539	0
snyan ngag mkhan po	539	0
snyan ngag mkhas dbang	539	0
snyan ngag ro ldan	539	0
snyan 'jegs	539	0
snyan 'jebs	539	0
snyan brjod	539	0
snyan gtod pa	539	0
snyan nang	539	0
snyan pa	540	1
snyan phra zhu ba	540	0
snyan 'phrin	540	0
snyan tshig	540	0
snyan zhu	540	0
snyan shal	540	0
snyan srab	540	0
snyan gsan 'bebs pa	540	0
snyan lhong ba	540	0
snyab pa	540	0
snyam pa	540	0
snyal ba	540	0
snyal yas	541	1
snyi	541	0
snyi steng	541	0
snyi po	541	0
snyi phul	541	0
snyi ba	541	0
snyi bo	541	0
snyi ma	541	0
snyigs dus	541	0
snyigs pa	541	0
snyigs byed ma	541	0
snyigs ma	541	0
snyigs ma lnga ni	541	0
snying	541	0
snying kha	542	1
snying khams	542	0
snying khu	542	0
snying ga	542	0
snying grogs	542	0
snying dga' ba	542	0
snying can	542	0
snying chu bzhug	542	0
snying rje	542	0
snying rje skad	542	0
snying rje can	542	0
snying rje chen po	542	0
snying rje chen po pad dkar	542	0
snying rje bral	542	0
snying rje mo	542	0
snying nye ba	542	0
snying gtam	542	0
snying stobs	542	0
snying stobs can	542	0
snying stobs che	542	0
snying stobs gter	542	0
snying du sdug pa	543	1
snying bdom	543	0
snying 'dod pa	543	0
snying sdug	543	0
snying nad	543	0
snying po	543	0
snying po mkhregs pa	543	0
snying po can	543	0
snying po che	544	1
snying po mchog	544	0
snying po theg pa'i yang rtsi	544	0
snying po ldan ma	544	0
snying po bsdu ba	544	0
snying po med pa	544	0
snying po so sor	544	0
snying po'i khang pa	544	0
snying po'i dben pa	544	0
snying 'bab dri	544	0
snying rtsa	544	0
snying rtse	544	0
snying rtses pa	544	0
snying brtse ldan	544	0
snying tshim	544	0
snying tshil	544	0
snying zhos sha	544	0
snying bzhos te smra ba	544	0
snying ri	544	0
snying rus	544	0
snying re rje	544	0
snying rlung	544	0
snying la khugs	544	0
snying la nyal	544	0
snying la 'bab pa	544	0
snyid pa	544	0
snyid mo	544	0
snyin pa	544	0
snyim pa	544	0
snyims	545	1
snyil	545	0
snyil ba	545	0
snyug gu	545	0
snyug pa	545	0
snyug ma	545	0
snyug 'dzin	545	0
snyug rum	545	0
snyug shing	545	0
snyug si	545	0
snyugs	545	0
snyugs chen	545	0
snyugs sbrul	545	0
snyugs su	545	0
snyugs sring	545	0
snyung	545	0
snyung ba	545	0
snyung bu	545	0
snyung gzhi	545	0
snyun	545	0
snyun pa	546	1
snyun med	546	0
snyun rmed	546	0
snye dkar	546	0
snye thang	546	0
snye thang gling ga	546	0
snye mdo	546	0
snye phu	546	0
snye 'phreng	546	0
snye 'bol	546	0
snye ma	546	0
snye ma mig can	546	0
snye ma lus lcebs	546	0
snye ma'i phung po	546	0
snye mo	546	0
snye mo 'phrang rdzong	546	0
snyegs	546	0
snyegs pa	546	0
snyeng ba	547	1
snyed	547	0
snyed pa	547	0
snyen pa	547	0
snyems chung	547	0
snyems pa	547	0
snyes	547	0
snyo ba	547	0
snyogs pa	547	0
snyongs pa	547	0
snyod	547	0
snyod pa	547	0
snyon pa	547	0
snyon mongs	547	0
snyob pa	547	0
snyom	547	0
snyom pa	548	1
snyom po	548	0
snyoms	548	0
snyoms pa	548	0
snyoms par 'jug pa	548	0
snyoms po	548	0
snyoms las byed pa	548	0
snyol ba	549	1
brnya ba	549	0
brnyang ba	549	0
brnyad pa	549	0
brnyan tol	549	0
brnyan pa	549	0
brnyabs pa	549	0
brnyas pa	549	0
brnyas par byed	549	0
brnyas smad	549	0
brnyas se	549	0
brnyings	549	0
brnyes pa	550	1
brnyongs	550	0
bsnyad	550	0
bsnyad pa	550	0
bsnyams pa	550	0
bsnyal	550	0
bsnyal yas	550	0
bsnyigs pa	550	0
bsnyil ba	550	0
bsnyug pa	550	0
bsnyungs	550	0
bsnyun	550	0
bsnyul ba	550	0
bsnyegs pa	550	0
bsnyengs pa	550	0
bsnyengs bral	550	0
bsnyen bkur	551	1
bsnyen bkur gnas	551	0
bsnyen bsgrub	551	0
bsnyen gnas	551	0
bsnyen gnas srung ba	551	0
bsnyen pa	551	0
bsnyen par dka' ba	551	0
bsnyen par rdzogs pa	551	0
bsnyen bsring	551	0
bsnyems	551	0
bsnyer ba	551	0
bsnyer ma	551	0
bsnyel ba	551	0
bsnyel ba med pa	551	0
bsnyogs	551	0
bsnyod pa	551	0
bsnyon can	551	0
bsnyon tol	551	0
bsnyon dor	551	0
bsnyon med	551	0
bsnyor ba	551	0
ta	552	1
ta ka ri	552	0
ta ku	552	0
ta gar	552	0
ta gir	552	0
ta ja	552	0
ta sde	552	0
ta bag	552	0
ta ber	552	0
ta ma la'i lo ma	552	0
ta mA la	552	0
ta zig	552	0
ta zung	552	0
ta yas	552	0
ta yig	552	0
ta ra nA tha	552	0
ta ra ni	553	1
ta ru ka	553	0
ta re	553	0
ta la	553	0
ta la la	553	0
ta la'i rkang pa can	553	0
ta la'i rgyal po	553	0
ta la'i 'dab	553	0
ta si gi sa	553	0
ta hun	553	0
tag tag	554	0
tang	554	0
tang kun	554	0
tan dur	554	0
tab tab por	554	0
tar tar	554	0
tar bu	554	0
tal pa	554	0
tal ba	554	0
tA ming	554	0
tA tshwa	554	0
tA la'i phreng ba	554	0
ti	554	0
ti ka	554	0
ti skag	554	0
ti ti b+ha	554	0
ti ti bha	554	0
ti trig	554	0
ti thug	554	0
ti nag	554	0
ti pu ri	554	0
ti phu	554	0
ti byi	554	0
ti mu sa	555	1
ti tsa	555	0
ti rtse	555	0
ti tsha	555	0
ti rug	555	0
ti la	555	0
ti la ka nA tha	555	0
ti lo pa	555	0
tig	555	0
tig ta	555	0
tig po	556	1
tig men	556	0
tig tsha	556	0
ting	556	0
ting nge 'dzin	556	0
ting nge 'dzin gyi dkyil 'khor	556	0
ting nge 'dzin gyi rgyal po	556	0
ting nge 'dzin dgu	556	0
ting nge 'dzin rnam gsum	556	0
ting ti ling	556	0
ting ting	556	0
ting ting ma	556	0
ting ting shag	557	1
ting tu ka	557	0
ting du ka	557	0
tib ril	557	0
tim pi	557	0
tim pi ca	557	0
tim bi	557	0
tir hu ta	557	0
til	557	0
til mar	557	0
til ser can	557	0
tu	557	0
tu tsa	557	0
tu ru ka	557	0
tug gis	557	0
tug ring	557	0
tub tug	557	0
tur chung	557	0
tur tur	557	0
tur phog pa	558	1
tur ba	558	0
tur men	558	0
tur re	558	0
tul dri can	558	0
tul ba	558	0
te	558	0
te gyer	558	0
te por	558	0
te bor	558	0
te lo	558	0
te se	558	0
teg pa	558	0
te'u	558	0
tel pa	558	0
to	558	0
to to ling ling	558	0
tog	559	1
tog ge	559	0
tog sgra	559	0
tog can	559	0
tog til	559	0
tog tse	559	0
tog tse 'tsho ba	559	0
tog yu	559	0
tong tong byed pa	559	0
tob ci	559	0
tob tob smra ba	559	0
to'u lo	559	0
tol ba	559	0
tra	559	0
tram pa	559	0
tri	559	0
tri ked	559	0
tri pa ti	559	0
tri pu ri	559	0
tri ba	559	0
tri ma	559	0
tri mer	560	1
tri sha ku ni	560	0
tri shu la	560	0
tre tre ha	560	0
tre ba can	560	0
tre med dung mdzes	560	0
tre shod gangs kyi ra ba	560	0
tre sam	560	0
tron	560	0
gtag gtong	560	0
gtag pa	560	0
gtang rag	560	0
gtad	560	0
gtad pa	560	0
gtad rabs bdun	560	0
gtad so	560	0
gtan	561	1
gtan khra	561	0
gtan khrims	561	0
gtan 'khel	561	0
gtan gyi	561	0
gtan gyi grogs	561	0
gtan gleng 'khel ba	561	0
gtan 'jag	561	0
gtan du ba	561	0
gtan pa	561	0
gtan phan	561	0
gtan phebs	561	0
gtan med	561	0
gtan tshigs	561	0
gtan tshigs med par smra ba	561	0
gtan la phab pa	561	0
gtan la 'bebs pa	561	0
gtam	561	0
gtam 'gal	561	0
gtam rgyud	561	0
gtam bsgrag pa	561	0
gtam ngan	561	0
gtam can	561	0
gtam snyan	561	0
gtam snyan pa	561	0
gtam dris pa	561	0
gtam 'dres pa	561	0
gtam pa	562	1
gtam dpe	562	0
gtam gzhon	562	0
gta' ma	562	0
gtar ba	562	0
gti khe	562	0
gti thug	562	0
gti ba	562	0
gti mug	562	0
gtigs pa	562	0
gting	562	0
gting skyes	562	0
gting don len pa	563	1
gting drongs pa	563	0
gting rdo	563	0
gting sdib	563	0
gting dpag dka' ba	563	0
gting phyin pa	563	0
gting gzhal nus	563	0
gting zab	563	0
gtib pa	563	0
gtim pa	563	0
gtu lum	563	0
gtug pa	563	0
gtug sbyangs pa	563	0
gtun	563	0
gtun khung	563	0
gtun shing	563	0
gtub pa	564	1
gtum drag	564	0
gtum pa	564	0
gtum pa'i 'od	564	0
gtum po	564	0
gtum po rje	564	0
gtum po nag po	564	0
gtum po 'bar	564	0
gtum po rab snang	564	0
gtum ma	564	0
gtum mo	564	0
gtum mo ma ma	564	0
gtum mo'i cha shas	564	0
gtum sras	564	0
gtur bu	564	0
gtul ba	564	0
gte pa	564	0
gter	564	0
gter kha	565	1
gter dgu	565	0
gter chen	565	0
gter chen po'i bum pa	565	0
gter ston	565	0
gter blta shes pa	565	0
gter bdag	565	0
gter gnas	565	0
gter bsrung	565	0
gter bsrung sba ba	565	0
gto	566	0
gto rgyal ye mkhyen	566	0
gto bu dod de	566	0
gto bu bum sangs	566	0
gtog pa	566	0
gtogs 'dod pa	566	0
gtogs pa	566	0
gtong dgos mchod chas	566	0
gtong sgo	566	0
gtong phod	566	0
gtong ba	566	0
gtong lugs	566	0
gtod pa	567	1
gtom pa	567	0
gtoms pa	567	0
gto'i bka' sgrom	567	0
gtor rgyab	567	0
gtor rgyu	567	0
gtor stegs	567	0
gtor dar	567	0
gtor gdan	567	0
gtor ba	567	0
gtor ma	567	0
gtor ma rgyas	567	0
gtor ma bzhes nas	567	0
gtor ma za	567	0
gtor ma zan	567	0
gtor rtsam	567	0
gtor bzlog	567	0
gtor gsos	567	0
gtol	568	1
gtol ba	568	0
gtol bral	568	0
gtol med	568	0
gtos	568	0
btag pa	568	0
btags pa	569	1
btang	569	0
btang snyoms	569	0
btang snyoms can	569	0
btang bzung	569	0
btang yas	569	0
btad pa	569	0
btab	569	0
btab pa	569	0
btig pa	569	0
bting ba	569	0
btu ba	569	0
btug pa	569	0
btung 'dod	569	0
btung snod	569	0
btung ba	569	0
btungs pa	569	0
btud nas	569	0
btud pa	569	0
btud mar	569	0
btub	569	0
btubs pa	569	0
btum pa	569	0
btum phog	569	0
btul ba	569	0
btus pa	569	0
bteg bteg byed pa	570	1
bteg pa	570	0
bton pa	570	0
rta	570	0
rta ka	570	0
rta rkya pa	570	0
rta skyin	570	0
rta bskrags	570	0
rta gal	570	0
rta go	570	0
rta gral	570	0
rta gras	570	0
rta bgad	570	0
rta mgo	570	0
rta mgrin	570	0
rta sga	570	0
rta sgam	571	1
rta sgo	571	0
rta sgyel	571	0
rta bsngags ldan bzang po	571	0
rta can	571	0
rta lcag	571	0
rta chag	571	0
rta chas	571	0
rta chung	571	0
rta mchog	571	0
rta mchog kha 'bab	571	0
rta ljang	571	0
rta gdong me	571	0
rta bdag brgyad	571	0
rta bdun pa	571	0
rta nag	571	0
rta gnas	571	0
rta rna	571	0
rta sna ri	571	0
rta pa	571	0
rta pa rta zhon	572	1
rta pa'i dpung	572	0
rta lpags	572	0
rta spangs	572	0
rta pho thal dkar	572	0
rta phrug	572	0
rta babs	572	0
rta bel	572	0
rta bon	572	0
rta bon pa	572	0
rta bres	572	0
rta dbyangs	572	0
rta sbangs	572	0
rta dmag	572	0
rta rmig	572	0
rta gtsang	572	0
rta rdzi	572	0
rta zhun	572	0
rta zam	572	0
rta bzang lcag bzhin	572	0
rta 'on	572	0
rta yi mjug ma	572	0
rta la'i kong	572	0
rta sha	572	0
rta shad	572	0
rta sre	572	0
rta gsar	572	0
rta gseb	572	0
rta gsod	572	0
rtag 'khrus che	573	0
rtag chad	573	0
rtag snyoms la	573	0
rtag tu	573	0
rtag tu khol	573	0
rtag tu dga'	573	0
rtag tu ngu	573	0
rtag tu spyod	574	1
rtag tu ba	574	0
rtag tu 'bab	574	0
rtag tu 'byung	574	0
rtag tu sbyin	574	0
rtag tu brtson	574	0
rtag tu za	574	0
rtag tu lang tsho ldan ma	574	0
rtag lta	574	0
rtag bde byed	574	0
rtag sdod	574	0
rtag pa	574	0
rtag par	574	0
rtag par 'dzin pa	574	0
rtag po	574	0
rtag ma	574	0
rtag myos	574	0
rtag 'dzin can	574	0
rtag zhi pa	574	0
rtag res 'khor	574	0
rtags	574	0
rtags thugs	574	0
rtags dam phrug	574	0
rtags gsum	574	0
rtab rtab po	574	0
rtab rtab la	574	0
rtab pa	575	1
rta'i bu	575	0
rtas pa	575	0
rtas gtsang gi mchod sbyin	575	0
rtig gi	575	0
rting	575	0
rting bskul	575	0
rting lcags	575	0
rting 'jug	575	0
rting pa	575	0
rting bal	575	0
rting ma	575	0
rtib pa	575	0
rtug pa	575	0
rtung ba	576	1
rtun	576	0
rtun pa	576	0
rtul po	576	0
rtul phod pa	576	0
rtul bzang skyes	576	0
rte thur	576	0
rten	576	0
rten khebs	576	0
rten khri	576	0
rten chas	576	0
rten pa	576	0
rten pa'i rkyen	577	1
rten 'brel	577	0
rten 'brel bsgom	577	0
rten 'brel yan lag bcu gnyis	577	0
rten ma	577	0
rten dman pa	577	0
rten gzhi	577	0
rtog	578	1
rtog ge	578	0
rtog pa	578	0
rtog pa dang bral ba	578	0
rtog pa'i dgra	578	0
rtog par byed pa	578	0
rtog dpyod	578	0
rtog med	579	0
rtog med log shes	579	0
rtogs dka' ba'i gnas	579	0
rtogs 'gro	579	0
rtogs brjod	579	0
rtogs brjod brgya pa	579	0
rtogs brjod rin po che dpag bsam khri shing	579	0
rtogs deb	579	0
rtogs 'dod can	579	0
rtogs ldan	579	0
rtogs pa	579	0
rtogs pa 'khrungs pa	579	0
rtogs spyod	579	0
rtogs zhib	579	0
rtogs yas	579	0
rtogs sla	579	0
rtod pa	580	1
rton pa	580	0
rtol	580	0
rtol ba	580	0
rtol mo	580	0
rtol shes	580	0
lta	580	0
lta nyul pa	580	0
lta stangs	580	0
lta ba	581	1
lta ba ngan pa	581	0
lta ba nyams pa	581	0
lta bas chog mi shes	581	0
lta bas mi ngoms	581	0
lta bu	581	0
lta byed	581	0
lta log	581	0
ltag kor	581	0
ltag khung	581	0
ltag sgo	581	0
ltag sgre	581	0
ltag gcod	581	0
ltag mdud	581	0
ltag pa	582	1
ltag sprod byed pa	582	0
ltag 'big	582	0
ltag ma	582	0
ltag rtsa	582	0
ltang	582	0
ltangs spyad pa	582	0
ltad mo	582	0
ltad mo khang	582	0
ltad mo lta ba	582	0
ltad mo sna tshogs	582	0
ltan pa	583	1
ltab pa	583	0
ltab byed pa	583	0
ltab ma	583	0
ltam ltem	583	0
ltams pa	583	0
ltar	583	0
ltar ltar	583	0
ltas	583	0
ltas pa	583	0
ltas su 'byung ba	583	0
lti ri	584	1
ltig thung	584	0
ltib pa	584	0
ltir	584	0
ltir ba	584	0
ltung	584	0
ltung ba	584	0
ltung byed	584	0
lte ba	584	0
lte ba skyes	584	0
lte ba 'khyil	584	0
lte ba bal can	584	0
lte ba gzhung rang	584	0
lte ba bzang	584	0
lte le	584	0
lteng ka	584	0
lteb	584	0
lteb pa	584	0
ltem rgyang	584	0
ltem pa	584	0
lto	585	1
lto klung bdab pa	585	0
lto dkar	585	0
lto 'gengs	585	0
lto 'gro	585	0
lto 'gro dgra	585	0
lto can	585	0
lto chas	585	0
lto che ba	585	0
lto snum pa	585	0
lto 'phye	585	0
lto 'phye chen po	585	0
lto ba	585	0
lto ba ldir	585	0
lto sbos	585	0
lto yus can	585	0
lto ras	585	0
lto lan tsa	585	0
lto long	585	0
ltogs gri	585	0
ltogs 'dre	585	0
ltogs pa	586	1
ltong ka	586	0
ltong ga	586	0
ltongs	586	0
ltongs pa	586	0
ltob chas	586	0
ltobs	586	0
ltoms pa	586	0
ltor	586	0
ltol	586	0
ltos	586	0
ltos pa	586	0
ltos spags	586	0
ltos med	586	0
sta	586	0
sta gon	586	0
sta gri	586	0
sta zur	586	0
sta re	586	0
stag	587	1
stag dkar	587	0
stag khra po	587	0
stag gi rkang pa	587	0
stag gi sen mo	587	0
stag chas	587	0
stag dong	587	0
stag ldan	587	0
stag sde	587	0
stag rna	587	0
stag pa	587	0
stag 'bros pa'i sngags	588	0
stag ma	588	0
stag rtse rdzong	588	0
stag tshang	588	0
stag tshal ba	588	0
stag gzig	588	0
stag ras	588	0
stag ri gnyan gzigs	588	0
stag rus	588	0
stag lung	588	0
stag sha	588	0
stag shar	588	0
stag lha me 'bar	588	0
stang zil	588	0
stangs	588	0
stad pa	588	0
stan	588	0
stab	588	0
stab ka	588	0
stab seng	588	0
stabs	589	1
stabs khri bzung mon kheng	589	0
stabs bder	589	0
star	589	0
star ka	589	0
star ba	589	0
star bu	589	0
sti ba	589	0
sting bskul	589	0
sting ba	589	0
stib pa	589	0
stim pa	589	0
stu	589	0
stug pa	589	0
stugs po	589	0
stud pa	590	1
stun pa	590	0
stun shing	590	0
stub pa	590	0
ste	590	0
ste po	590	0
stegs	590	0
stegs bu	590	0
steng	590	0
steng 'thung	590	0
steng du	590	0
steng 'phur dbang po	590	0
steng 'bar	590	0
steng g.yogs	590	0
sten pa	591	1
stem pa	591	0
stems	591	0
ste'u ka ma	591	0
ster sgo	591	0
ster ba	591	0
stes	591	0
stes dbang	591	0
sto	591	0
sto thag	591	0
sto ba	591	0
stong	591	0
stong khun	591	0
stong khyab nag mo	591	0
stong 'khor lo	591	0
stong cha	591	0
stong thun	591	0
stong pa	592	1
stong pa nyid	592	0
stong dpon	592	0
stong byed	592	0
stong ma	592	0
stong zad la tshe skyel ba	592	0
stong zil	592	0
stong gshongs	592	0
stong sob	592	0
stongs bskal	592	0
stongs grogs	593	1
stongs pa	593	0
stod	593	0
stod skor	593	0
stod khung sde lnga	593	0
stod khebs	593	0
stod khog	593	0
stod gos	593	0
stod glu	593	0
stod mnga' ris skor gsum	593	0
stod ja	593	0
stod thung	593	0
stod pa	594	1
stod par byed pa	594	0
stod phur	594	0
stod phyogs	594	0
stod dbyangs	594	0
stod 'brel	594	0
stod smad	594	0
stod ra	594	0
stod lung phu rtsa gye mo	594	0
stod lung tshal bde	594	0
stod lung mtsho smad	594	0
stod le	594	0
stod gser	594	0
stod hor	594	0
ston	594	0
ston ka spyod	594	0
ston kha	594	0
ston ljang	594	0
ston thog	594	0
ston dod	594	0
ston pa	594	0
ston mun	594	0
ston mo	594	0
ston zla tha chung	594	0
ston zla 'bring po	594	0
ston zla ra ba	594	0
stob pa	595	1
stobs	596	1
stobs kun stobs	596	0
stobs bskyed pa	596	0
stobs bskyed gsum	596	0
stobs lnga	596	0
stobs bcu	596	0
stobs chung	596	0
stobs chen	596	0
stobs 'jig	596	0
stobs ldan	596	0
stobs ldan bsnyems	596	0
stobs ldan bu	596	0
stobs ldan ma	596	0
stobs po che	596	0
stobs mang po	596	0
stobs mig	596	0
stobs bzang	596	0
stobs bzang ma	596	0
stobs las	596	0
stor khung	596	0
stor ba	597	1
brta ba	597	0
brtag pa	597	0
brtag pa zhus pa	597	0
brtag dpyad	597	0
brtag yas	597	0
brtags	598	1
brtad	598	0
brtad pa	598	0
brtan khel ba	598	0
brtan ldan	598	0
brtan pa	598	0
brtan pa bzung	598	0
brtan pa'i chos	598	0
brtan par byas pa	598	0
brtan par byed	598	0
brtan po	598	0
brtan byed ma	598	0
brtan ma	598	0
brtan zhal	598	0
brtan g.yo	598	0
brtabs pa	599	1
brtun nges pa	599	0
brtun pa	599	0
brtum pa	599	0
brtul	599	0
brtul pa	599	0
brtul phod	599	0
brtul ba	599	0
brtul ma	599	0
brtul zhugs	599	0
brtul zhugs can	599	0
brtul zhugs dbang	599	0
brtul zhugs ma	599	0
brten pa	599	0
brtol	599	0
blta	599	0
blta na sdug pa	599	0
blta ba'i ched	599	0
blta ba'i mtha'	599	0
blta bya	599	0
bltabs	599	0
bltams pa	599	0
bltas	599	0
bltas nas	599	0
bstang ba	600	1
bstad	600	0
bstan	600	0
bstan dka' ba	600	0
bstan 'gyur	600	0
bstan rgyas gling	600	0
bstan bcos	600	0
bstan bcos las 'byung ba rnams	600	0
bstan pa	600	0
bstan pa'i sgron me	600	0
bstan pa'i mnga' bdag	600	0
bstan par bya ba	600	0
bstan ma	600	0
bstan rtsis	600	0
bstan yas	600	0
bstan srung	600	0
bstabs pa	601	1
bstar ba	601	0
bsti khang	601	0
bsti bstang	601	0
bsti gnas	601	0
bsti ba	601	0
bsti mtshungs	601	0
bsting	601	0
bsting tshig	601	0
bstir	601	0
bstir med	601	0
bstu ba	601	0
bstugs pa	601	0
bstungs	601	0
bstud pa	601	0
bstun pa	601	0
bsten	601	0
bsten 'dod gnas	602	1
bsten pa	602	0
bsten bya	602	0
bsten 'os	602	0
bstod pa	602	0
bstod ras byed pa	602	0
tha	603	1
tha ko	603	0
tha skar	603	0
tha skar gyi bu gnyis	603	0
tha khab	603	0
tha ga na	603	0
tha ga pa	603	0
tha gi	603	0
tha gu	603	0
tha gu'i lto can	603	0
tha gus lci	603	0
tha gru	603	0
tha gru che ba	603	0
tha gru yangs pa	603	0
tha rgyod	604	1
tha cad	604	0
tha chung	604	0
tha snyad	604	0
tha snyad gcig pa	604	0
tha snyad pa	604	0
tha snyad dbye	604	0
tha thor	604	0
tha dad du	604	0
tha dad pa	604	0
tha dad phreng ldan	604	0
tha na	604	0
tha pag	604	0
tha pi thu pi	604	0
tha ba	604	0
tha ba ngan pa ltar	604	0
tha be	605	0
tha 'ban	605	0
tha ma	605	0
tha ma kha	605	0
tha ma ga	605	0
tha ma la	605	0
tha ma las	605	0
tha mar	605	0
tha mal pa	605	0
tha tshig	605	0
tha ra tho re	605	0
tha ram	606	1
tha rams	606	0
tha ru	606	0
tha long	606	0
tha shal	606	0
thag	606	0
thag gru	606	0
thag 'gyangs	606	0
thag gcod pa	606	0
thag bcad pa	606	0
thag chod	606	0
thag nye ba	606	0
thag thag	607	1
thag pa	607	0
thag pa gsum	607	0
thag ma	607	0
thag bzang ris	607	0
thag ran	607	0
thag ring	607	0
thag ring po	607	0
thags	607	0
thags khri	607	0
thags mkhan	607	0
thags gru bu	607	0
thags thogs	607	0
thags 'thag pa	607	0
thags snal ma	607	0
thags spun	607	0
thags bran byed pa	607	0
thags ra	607	0
thags ran	607	0
thang	608	1
thang ka	608	0
thang dkar	608	0
thang skya	608	0
thang khrag	608	0
thang khrung	608	0
thang khrom	608	0
thang chad pa	608	0
thang chu	608	0
thang chung gtsang po	608	0
thang ju	608	0
thang thang	608	0
thang thung	608	0
thang du	608	0
thang po	609	1
thang brang	609	0
thang ma me sgron	609	0
thang mar	609	0
thang tshwa	609	0
thang gzhal	609	0
thang gzhi	609	0
thang la	609	0
thang sha gcod pa	609	0
thang shing	609	0
thang sag	609	0
thang lhod	609	0
thad	609	0
thad ka	609	0
thad ka'i 'jig rten gyi khams	609	0
thad kar	609	0
thad kya	609	0
thad dgu	609	0
thad du	609	0
thad do	610	1
thad drang	610	0
thad drang na	610	0
than	610	0
than kor	610	0
than thun	610	0
than pa	610	0
than bya	610	0
thab	610	0
thab ka	610	0
thab ka ba	610	0
thab khag	610	0
thab khang	610	0
thab khro	610	0
thab sgyid	610	0
thab sgrom	610	0
thab thab	610	0
thab thib	610	0
thab bsu	610	0
thab lha	610	0
thab lha se shar	610	0
thabs	611	1
thabs chag	611	0
thabs dang shes rab	611	0
thabs rdugs	611	0
thabs la mkhas pa	611	0
thabs la mkhas pa'i mdo	611	0
thabs lam	611	0
thabs shes bdag nyid	611	0
thabs shes ldan pa	611	0
tham ga	612	1
tham tham	612	0
tham pa	612	0
tham lag	612	0
thams cad	612	0
thams cad skyobs	612	0
thams cad mkhyen pa	612	0
thams cad sgrol	612	0
thams cad rtogs	612	0
thams cad mthong	612	0
thams cad rnam par 'byed	612	0
thams cad pa	612	0
thams cad tshe	612	0
thams cad gzigs	612	0
thams cad yod par smra ba'i sde bdun	612	0
thams cad las 'das	612	0
thams pa	612	0
thaMd	612	0
tha'i dzi	612	0
tha'i shang lo'u kyun	612	0
tha'u	612	0
thar	613	1
thar chung pa	613	0
thar thabs	613	0
thar thor	613	0
thar nu	613	0
thar pa	613	0
