# work_key	english	tibetan	raw_label	source	vinaya
S12248		རྒྱུད།/དུས་འཁོར།/སྦྱིན་སྲེག	རྒྱུད།/དུས་འཁོར།/སྦྱིན་སྲེག	sungbum	0
S12249		རྒྱུད།/དུས་འཁོར།/དབང་།	རྒྱུད།/དུས་འཁོར།/དབང་།	sungbum	0
S12250		རྒྱུད།/དུས་འཁོར།/བླ་བརྒྱུད།	རྒྱུད།/དུས་འཁོར།/བླ་བརྒྱུད།	sungbum	0
S12251		རྣམ་ཐར།/མཚན་ཐོག/བློ་བཟང་རྟ་དབྱངས།	རྣམ་ཐར།/མཚན་ཐོག/བློ་བཟང་རྟ་དབྱངས།	sungbum	0
S12252		ཉམས་ལེན།/མཆོད་རྟེན་སོགས་ཀྱི་དཀར་ཆག	ཉམས་ལེན།/མཆོད་རྟེན་སོགས་ཀྱི་དཀར་ཆག	sungbum	0
S12253		ཆོས་འབྱུང་།/ལོ་རིམ།	ཆོས་འབྱུང་།/ལོ་རིམ།	sungbum	0
S12254		ཆོས་འབྱུང་།/ལོ་རིམ།	ཆོས་འབྱུང་།/ལོ་རིམ།	sungbum	0
S12255		སྐར་རྩིས།/གཟའ་སྐར།	སྐར་རྩིས།/གཟའ་སྐར།	sungbum	0
S12256		རྒྱུད།/རྟ་མགྲིན།/བླ་མའི་རྣལ་འབྱོར།	རྒྱུད།/རྟ་མགྲིན།/བླ་མའི་རྣལ་འབྱོར།	sungbum	0
S12257		བློ་སྦྱོང་།/བློ་སྦྱོང་གསལ་བའི་མེ་ལོང་སྐལ་བཟང་མགུལ་རྒྱན།	བློ་སྦྱོང་།/བློ་སྦྱོང་གསལ་བའི་མེ་ལོང་སྐལ་བཟང་མགུལ་རྒྱན།	sungbum	0
S12258		ཉམས་ལེན།/བསླབ་བྱ།/རྗེ་བཙུན་བློ་བཟང་རྟ་དབྱངས།	ཉམས་ལེན།/བསླབ་བྱ།/རྗེ་བཙུན་བློ་བཟང་རྟ་དབྱངས།	sungbum	0
S12259		ཉམས་ལེན།/སྨོན་ལམ།/རྗེ་བཙུན་བློ་བཟང་རྟ་དབྱངས།	ཉམས་ལེན།/སྨོན་ལམ།/རྗེ་བཙུན་བློ་བཟང་རྟ་དབྱངས།	sungbum	0
S12260		ཉམས་ལེན།/སྨོན་ལམ།/རྗེ་བཙུན་བློ་བཟང་རྟ་དབྱངས།	ཉམས་ལེན།/སྨོན་ལམ།/རྗེ་བཙུན་བློ་བཟང་རྟ་དབྱངས།	sungbum	0
S12261		རྒྱུད།/ཤམ་བྷ་ལ།/འཕོ་བ།	རྒྱུད།/ཤམ་བྷ་ལ།/འཕོ་བ།	sungbum	0
S12262		རྒྱུད།/རྡོ་རྗེ་ཤུགས་ལྡན།/བསྐང་གསོ།	རྒྱུད།/རྡོ་རྗེ་ཤུགས་ལྡན།/བསྐང་གསོ།	sungbum	0
S12263		ཆོས་འབྱུང་།/སུམྦྷ་མཁན་པོ་ཡེ་ཤེས་དཔལ་འབྱོར་གྱི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/སུམྦྷ་མཁན་པོ་ཡེ་ཤེས་དཔལ་འབྱོར་གྱི་ཆོས་འབྱུང་།	sungbum	0
S12264		རྒྱུད།/བླ་མ་མཆོད་པ།/འགྲེལ་པ།	རྒྱུད།/བླ་མ་མཆོད་པ།/འགྲེལ་པ།	sungbum	0
S12265		ལམ་རིམ།/བློ་ཡི་མུན་སེལ།	ལམ་རིམ།/བློ་ཡི་མུན་སེལ།	sungbum	0
S12266		རྒྱུད།/སྤྱི།/འཕོ་བ།	རྒྱུད།/སྤྱི།/འཕོ་བ།	sungbum	0
S12267		རྒྱུད།/སྙིང་པོ་དོན་གསུམ།/འགྲེལ་པ།	རྒྱུད།/སྙིང་པོ་དོན་གསུམ།/འགྲེལ་པ།	sungbum	0
S12268		ཉམས་ལེན།/བསླབ་བྱ།/མཁན་ཆེན་བློ་བཟང་བསྟན་འཛིན་རྒྱལ་མཚན།	ཉམས་ལེན།/བསླབ་བྱ།/མཁན་ཆེན་བློ་བཟང་བསྟན་འཛིན་རྒྱལ་མཚན།	sungbum	0
S12269		རྒྱུད།/བདེ་མཆོག/སྒྲུབ་ཐབས།	རྒྱུད།/བདེ་མཆོག/སྒྲུབ་ཐབས།	sungbum	0
S12270		རྒྱུད།/བདེ་མཆོག/བུམ་པ།	རྒྱུད།/བདེ་མཆོག/བུམ་པ།	sungbum	0
S12271		རྒྱུད།/བདེ་མཆོག/བདག་འཇུག	རྒྱུད།/བདེ་མཆོག/བདག་འཇུག	sungbum	0
S12272		རྒྱུད།/བདེ་མཆོག/ལུས་དཀྱིལ།	རྒྱུད།/བདེ་མཆོག/ལུས་དཀྱིལ།	sungbum	0
S12273		རྒྱུད།/བདེ་མཆོག/བསྐྱེད་རིམ།	རྒྱུད།/བདེ་མཆོག/བསྐྱེད་རིམ།	sungbum	0
S12274		རྒྱུད།/བདེ་མཆོག/དབང་།	རྒྱུད།/བདེ་མཆོག/དབང་།	sungbum	0
S12275		རྒྱུད།/བདེ་མཆོག/སྒྲུབ་ཐབས།	རྒྱུད།/བདེ་མཆོག/སྒྲུབ་ཐབས།	sungbum	0
S12276		རྒྱུད།/བདེ་མཆོག/སྦྱིན་སྲེག	རྒྱུད།/བདེ་མཆོག/སྦྱིན་སྲེག	sungbum	0
S12277		རྒྱུད།/བདེ་མཆོག/རབ་གནས།	རྒྱུད།/བདེ་མཆོག/རབ་གནས།	sungbum	0
S12278		རྒྱུད།/བདེ་མཆོག/ཚོགས།	རྒྱུད།/བདེ་མཆོག/ཚོགས།	sungbum	0
S12279		རྒྱུད།/བདེ་མཆོག/ལུས་དཀྱིལ།	རྒྱུད།/བདེ་མཆོག/ལུས་དཀྱིལ།	sungbum	0
S12280		རྒྱུད།/སྤྱི།/སྡོམ་པ།	རྒྱུད།/སྤྱི།/སྡོམ་པ།	sungbum	0
S12282		རྒྱུད།/གདུགས་དཀར།/སྒྲུབ་ཐབས།	རྒྱུད།/གདུགས་དཀར།/སྒྲུབ་ཐབས།	sungbum	0
S12283		རྒྱུད།/གདུགས་དཀར།/དབང་།	རྒྱུད།/གདུགས་དཀར།/དབང་།	sungbum	0
S12284		རྒྱུད།/སྤྱི།/སྔགས།	རྒྱུད།/སྤྱི།/སྔགས།	sungbum	0
S12285		འདུལ་བ།/དགེ་བསྙེན།/སྐྱབས་འཛིན་དགེ་བསྙེན།	འདུལ་བ།/དགེ་བསྙེན།/སྐྱབས་འཛིན་དགེ་བསྙེན།	sungbum	0
S12286		རྒྱུད།/སྤྱི།/གཏོར་མ།	རྒྱུད།/སྤྱི།/གཏོར་མ།	sungbum	0
S12287		བཅའ་ཡིག/དགེ་འཕེལ་གླིང་།	བཅའ་ཡིག/དགེ་འཕེལ་གླིང་།	sungbum	0
S12288		བཅའ་ཡིག/དགའ་ལྡན།	བཅའ་ཡིག/དགའ་ལྡན།	sungbum	0
S12289		རྣམ་ཐར།/མཚན་ཐོག/བློ་བཟང་བཤད་སྒྲུབ།	རྣམ་ཐར།/མཚན་ཐོག/བློ་བཟང་བཤད་སྒྲུབ།	sungbum	0
S12290		མདོ་འགྲེལ།/རྟོགས་བརྗོད།	མདོ་འགྲེལ།/རྟོགས་བརྗོད།	sungbum	0
S12291		ཉམས་ལེན།/ཆང་མ་འཐུང་བ།	ཉམས་ལེན།/ཆང་མ་འཐུང་བ།	sungbum	0
S12292		ལྷ་བཟོ།/སྤྱི།	ལྷ་བཟོ།/སྤྱི།	sungbum	0
S12293		ལྷ་བཟོ།/སྤྱི།	ལྷ་བཟོ།/སྤྱི།	sungbum	0
S12294		ལྷ་བཟོ།/སྤྱི།	ལྷ་བཟོ།/སྤྱི།	sungbum	0
S12295		ལྷ་བཟོ།/སྤྱི།	ལྷ་བཟོ།/སྤྱི།	sungbum	0
S12296		གསན་ཡིག/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	གསན་ཡིག/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	sungbum	0
S12297		གསན་ཡིག/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	གསན་ཡིག/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	sungbum	0
S12298		ཆོས་འབྱུང་།/དགའ་ལྡན་དཀར་ཆག	ཆོས་འབྱུང་།/དགའ་ལྡན་དཀར་ཆག	sungbum	0
S12299		ཉམས་ལེན།/བསླབ་བྱ།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	ཉམས་ལེན།/བསླབ་བྱ།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	sungbum	0
S123		རྒྱུད།/སྤྱི།/རྗེས་གནང་།	རྒྱུད།/སྤྱི།/རྗེས་གནང་།	sungbum	0
S123	Rites For Granting Sacred Permission	RJES GNANG	Rites_For_Granting_Sacred_Permission--RJES_GNANG	r6	0
S12300		སྨན།/བཀའ་རྒྱ་མ།	སྨན།/བཀའ་རྒྱ་མ།	sungbum	0
S12301		མདོ་འགྲེལ།/འཕགས་པ་རྨད་དུ་བྱུང་བའི་ཆོས་ཀྱི་རྣམ་གྲངས།	མདོ་འགྲེལ།/འཕགས་པ་རྨད་དུ་བྱུང་བའི་ཆོས་ཀྱི་རྣམ་གྲངས།	sungbum	0
S12302		ཆོས་འབྱུང་།/དགའ་ལྡན་དཀར་ཆག	ཆོས་འབྱུང་།/དགའ་ལྡན་དཀར་ཆག	sungbum	0
S12303		རྒྱུད།/སྤྱི།/བསྟན་སྲུང་།	རྒྱུད།/སྤྱི།/བསྟན་སྲུང་།	sungbum	0
S12304		ཆོས་འབྱུང་།/ཞྭ་སྒབ་པ་དབང་ཕྱུག་བདེ་ལྡན་གྱི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/ཞྭ་སྒབ་པ་དབང་ཕྱུག་བདེ་ལྡན་གྱི་ཆོས་འབྱུང་།	sungbum	0
S12306		རྒྱུད།/འཁོར་ལོ་ཆེན་པོ།/དབང་།	རྒྱུད།/འཁོར་ལོ་ཆེན་པོ།/དབང་།	sungbum	0
S12307		རྒྱུད།/འཁོར་ལོ་ཆེན་པོ།/དབང་།	རྒྱུད།/འཁོར་ལོ་ཆེན་པོ།/དབང་།	sungbum	0
S12308		རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/སྒྲུབ་ཐབས།	རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/སྒྲུབ་ཐབས།	sungbum	0
S12309		རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	sungbum	0
S12310		རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	sungbum	0
S12311		རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	sungbum	0
S12312		རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	sungbum	0
S12313		རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/རྗེས་གནང་།	sungbum	0
S12314		ཉམས་ལེན།/བསླབ་བྱ།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	ཉམས་ལེན།/བསླབ་བྱ།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	sungbum	0
S12315		ཕྲན་ཚེགས།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	ཕྲན་ཚེགས།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	sungbum	0
S12316		རྒྱུད།/ཀུ་རུ་ཀུལ་ལེ།/སྒྲུབ་ཐབས།	རྒྱུད།/ཀུ་རུ་ཀུལ་ལེ།/སྒྲུབ་ཐབས།	sungbum	0
S12317		རྒྱུད།/ཀུ་རུ་ཀུལ་ལེ།/སྒྲུབ་ཐབས།	རྒྱུད།/ཀུ་རུ་ཀུལ་ལེ།/སྒྲུབ་ཐབས།	sungbum	0
S12318		ལྷ་བཟོ།/སྤྱི།	ལྷ་བཟོ།/སྤྱི།	sungbum	0
S12319		ལྷ་བཟོ།/སྤྱི།	ལྷ་བཟོ།/སྤྱི།	sungbum	0
S12321		ཆོས་འབྱུང་།/བསོད་ནམས་ཀུན་སྡུད་གླིང་གི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/བསོད་ནམས་ཀུན་སྡུད་གླིང་གི་ཆོས་འབྱུང་།	sungbum	0
S12322		ཆོས་འབྱུང་།/དགེ་འཕེལ་དགའ་ལྡན་དཀར་ཆག	ཆོས་འབྱུང་།/དགེ་འཕེལ་དགའ་ལྡན་དཀར་ཆག	sungbum	0
S12323		བཅའ་ཡིག/དགེ་འཕེལ་གླིང་།	བཅའ་ཡིག/དགེ་འཕེལ་གླིང་།	sungbum	0
S12324		བཅའ་ཡིག/དགེ་འཕེལ་གླིང་།	བཅའ་ཡིག/དགེ་འཕེལ་གླིང་།	sungbum	0
S12325		ཉམས་ལེན།/བསླབ་བྱ།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	ཉམས་ལེན།/བསླབ་བྱ།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	sungbum	0
S12326		ཉམས་ལེན།/བསླབ་བྱ།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	ཉམས་ལེན།/བསླབ་བྱ།/ལྕང་ལུང་ཨརྱ་པཎྜི་ཏ་ངག་དབང་བློ་བཟང་བསྟན་པའི་རྒྱལ་མཚན།	sungbum	0
S12327		རྣམ་ཐར།/རྣམ་ཐར་སྣ་ཚོགས།	རྣམ་ཐར།/རྣམ་ཐར་སྣ་ཚོགས།	sungbum	0
S12330		རྣམ་ཐར།/མཚན་ཐོག/བློ་བཟང་བསྟན་པ་དར་རྒྱས།	རྣམ་ཐར།/མཚན་ཐོག/བློ་བཟང་བསྟན་པ་དར་རྒྱས།	sungbum	0
S12332		རྣམ་ཐར།/མཚན་ཐོག/འཇིགས་མེད་འཕྲིན་ལས་རྒྱ་མཚོ་དཔལ་བཟང་པོ།	རྣམ་ཐར།/མཚན་ཐོག/འཇིགས་མེད་འཕྲིན་ལས་རྒྱ་མཚོ་དཔལ་བཟང་པོ།	sungbum	0
S12333		རྣམ་ཐར།/མཚན་ཐོག/བསྐལ་བཟང་དཔལ་འབྱོར་བཟང་པོ།	རྣམ་ཐར།/མཚན་ཐོག/བསྐལ་བཟང་དཔལ་འབྱོར་བཟང་པོ།	sungbum	0
S12334		རྣམ་ཐར།/མཚན་ཐོག/་ཀུམརཇིས།	རྣམ་ཐར།/མཚན་ཐོག/་ཀུམརཇིས།	sungbum	0
S12335		རྣམ་ཐར།/མཚན་ཐོག/གཡུ་ཐོག	རྣམ་ཐར།/མཚན་ཐོག/གཡུ་ཐོག	sungbum	0
S12336		རྣམ་ཐར།/མཚན་ཐོག/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོ།	རྣམ་ཐར།/མཚན་ཐོག/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོ།	sungbum	0
S12337		རྣམ་ཐར།/མཚན་ཐོག/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོ།	རྣམ་ཐར།/མཚན་ཐོག/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོ།	sungbum	0
S12338		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12339		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12340		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12341		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12342		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12343		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12344		སྙན་ངག/སྙན་ངག་གབ་ཚིག	སྙན་ངག/སྙན་ངག་གབ་ཚིག	sungbum	0
S12345		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12346		ཉམས་ལེན།/སྨོན་ལམ།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོ།	ཉམས་ལེན།/སྨོན་ལམ།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོ།	sungbum	0
S12347		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12348		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12349		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12350		རྟོགས་བརྗོད།/རཱ་མ་ཎཱི།	རྟོགས་བརྗོད།/རཱ་མ་ཎཱི།	sungbum	0
S12351		ཆོས་འབྱུང་།/གེ་སར་ལོ་རྒྱུས།	ཆོས་འབྱུང་།/གེ་སར་ལོ་རྒྱུས།	sungbum	0
S12352		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12353		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12354		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12355		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12356		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12357		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12358		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12359		ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/དམུ་དགེ་བསམ་གཏན་རྒྱ་མཚོའི་ཆོས་འབྱུང་།	sungbum	0
S12361		ཆོས་འབྱུང་།	ཆོས་འབྱུང་།	sungbum	0
S124		རྒྱུད།/སྤྱི།/རྗེས་གནང་།	རྒྱུད།/སྤྱི།/རྗེས་གནང་།	sungbum	0
S124	Rites For Granting Sacred Permission	RJES GNANG	Rites_For_Granting_Sacred_Permission--RJES_GNANG	r6	0
S12403		བཀའ་གདམས་པ།	བཀའ་གདམས་པ།	sungbum	0
S12404		འདུལ་བ།/སྤྱི།/པཎ་ཆེན་བསོད་ནམས་གྲགས་པ།	འདུལ་བ།/སྤྱི།/པཎ་ཆེན་བསོད་ནམས་གྲགས་པ།	sungbum	0
S12405		ཉམས་ལེན།/བསླབ་བྱ།/པཎ་ཆེན་བསོད་ནམས་གྲགས་པ།	ཉམས་ལེན།/བསླབ་བྱ།/པཎ་ཆེན་བསོད་ནམས་གྲགས་པ།	sungbum	0
S12406		ཆོས་འབྱུང་།/དེབ་ཐེར་དམར་པོ།	ཆོས་འབྱུང་།/དེབ་ཐེར་དམར་པོ།	sungbum	0
S12408		རྣམ་ཐར།/མཚན་ཐོག/ཕ་བོང་ཁ་རིན་པོ་ཆེ་བདེ་ཆེན་སྙིང་པོ།	རྣམ་ཐར།/མཚན་ཐོག/ཕ་བོང་ཁ་རིན་པོ་ཆེ་བདེ་ཆེན་སྙིང་པོ།	sungbum	0
S12409		ཉམས་ལེན།/གསོལ་འདེབས།/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ།	ཉམས་ལེན།/གསོལ་འདེབས།/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ།	sungbum	0
S12410		ཉམས་ལེན།/བླ་མའི་རྣལ་འབྱོར།/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ་བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ།	ཉམས་ལེན།/བླ་མའི་རྣལ་འབྱོར།/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ་བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ།	sungbum	0
S12411		ཉམས་ལེན།/ཐེག་ཆེན་གསོ་སྦྱོང་།	ཉམས་ལེན།/ཐེག་ཆེན་གསོ་སྦྱོང་།	sungbum	0
S12412		བློ་སྦྱོང་།/བློ་སྦྱོང་གི་སྐོར་སོགས་གསུང་ཐོར་བུའི་རིགས་རྣམས་ཕྱོགས་གཅིག་ཏུ་བསྡེབས་པ།	བློ་སྦྱོང་།/བློ་སྦྱོང་གི་སྐོར་སོགས་གསུང་ཐོར་བུའི་རིགས་རྣམས་ཕྱོགས་གཅིག་ཏུ་བསྡེབས་པ།	sungbum	0
S12413		འཕྲིན་ཡིག/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ་བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ།	འཕྲིན་ཡིག/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ་བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ།	sungbum	0
S12414		འཕྲིན་ཡིག/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ་བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ།	འཕྲིན་ཡིག/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ་བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ།	sungbum	0
S12415		དྲི་ལན།/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ་བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ།	དྲི་ལན།/སྐྱབས་རྗེ་ཁྲི་བྱང་རིན་པོ་ཆེ་བློ་བཟང་ཡེ་ཤེས་བསྟན་འཛིན་རྒྱ་མཚོ།	sungbum	0
S12418		གསན་ཡིག/ཆེ་ཤོས་རིན་པོ་ཆེ་བློ་བཟང་བྱང་ཆུབ་བསྟན་པའི་སྒྲོན་མེ།	གསན་ཡིག/ཆེ་ཤོས་རིན་པོ་ཆེ་བློ་བཟང་བྱང་ཆུབ་བསྟན་པའི་སྒྲོན་མེ།	sungbum	0
S12419		ཉམས་ལེན།/བསླབ་བྱ།/ཆེ་ཤོས་རིན་པོ་ཆེ་བློ་བཟང་བྱང་ཆུབ་བསྟན་པའི་སྒྲོན་མེ།	ཉམས་ལེན།/བསླབ་བྱ།/ཆེ་ཤོས་རིན་པོ་ཆེ་བློ་བཟང་བྱང་ཆུབ་བསྟན་པའི་སྒྲོན་མེ།	sungbum	0
S125		རྒྱུད།/བདེ་མཆོག/རྣལ་འབྱོར།	རྒྱུད།/བདེ་མཆོག/རྣལ་འབྱོར།	sungbum	0
S125	Instructions For Deep Spiritual Practice	RNAL 'BYOR	Instructions_For_Deep_Spiritual_Practice--RNAL_'BYOR	r6	0
S126		རྒྱུད།/སྤྱི།/ཨྲྒ།	རྒྱུད།/སྤྱི།/ཨྲྒ།	sungbum	0
S126	Rituals Relating To The Construction Of Sacred Buildings	AARGA	Rituals_Relating_To_The_Construction_Of_Sacred_Buildings--AARGA	r6	0
S127		རྒྱུད།/འཇིགས་བྱེད།/དབྱེན་ཟླུམ།	རྒྱུད།/འཇིགས་བྱེད།/དབྱེན་ཟླུམ།	sungbum	0
